experiment_id,regime,target,model,method,cell,status_scope,archived_raw_value,reconstructed_value,reported_manuscript_value,status_flags,source_reference,discrepancy_description,release_treatment
a-diagnosis-mistral-npo,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,NPO,R-ID,experiment,"{""baseline_raw_accuracy"":0.2543859649122807,""baseline_success_count"":29,""dataset_count"":114,""exact_pvalue"":0.4927715547157413,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.2719298245614035,""significant"":false}",–,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-npo,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,NPO,F-ATT,experiment,"{""baseline_raw_accuracy"":0.5490196078431373,""baseline_success_count"":28,""dataset_count"":51,""exact_pvalue"":4.9228078819310914e-06,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.21568627450980393,""significant"":true}",100.00,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-npo,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,NPO,F-IDeq,experiment,,N/A,,verified,,,preserve archived evidence and status
a-diagnosis-mistral-npo,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,NPO,F-ID,experiment,"{""baseline_raw_accuracy"":0.34615384615384615,""baseline_success_count"":18,""dataset_count"":52,""exact_pvalue"":0.07806484144859673,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.3076923076923077,""significant"":false}",–,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-npo,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,NPO,MMLU,cell,,N/A,,missing,,,preserve archived evidence and status
a-diagnosis-mistral-npo,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,NPO,Average,experiment,"{""formula"":""unweighted_mean_unmasked_relative_probe_scores"",""included_cells"":[""R-QA"",""R-Cloze"",""R-BG"",""F-QA"",""F-Cloze"",""F-BG"",""R-ATT"",""F-ATT""]}",67.81,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-rmu,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,RMU,R-QA,experiment,"{""baseline_raw_score"":0.6447368421052632,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.5921052631578947}",91.84,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-rmu,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,RMU,R-Cloze,experiment,"{""baseline_raw_score"":0.7105263157894737,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.6491228070175439}",91.36,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-rmu,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,RMU,R-BG,experiment,"{""baseline_raw_score"":0.5833333333333334,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.3333333333333333}",57.14,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-rmu,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,RMU,F-QA,experiment,"{""baseline_raw_score"":0.19230769230769232,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.0}",100.00,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-rmu,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,RMU,F-Cloze,experiment,"{""baseline_raw_score"":0.21153846153846154,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.0}",100.00,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-rmu,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,RMU,F-BG,experiment,"{""baseline_raw_score"":0.4230769230769231,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.19230769230769232}",54.55,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-rmu,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,RMU,R-ATT,experiment,"{""baseline_raw_accuracy"":0.5921052631578947,""baseline_success_count"":135,""dataset_count"":228,""exact_pvalue"":7.75216482753725e-28,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.5,""significant"":true}",73.08,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-rmu,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,RMU,R-IDeq,experiment,"{""baseline_raw_accuracy"":0.2894736842105263,""baseline_success_count"":33,""dataset_count"":114,""exact_pvalue"":0.1921917142569755,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.3157894736842105,""significant"":false}",–,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-rmu,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,RMU,R-ID,experiment,"{""baseline_raw_accuracy"":0.2543859649122807,""baseline_success_count"":29,""dataset_count"":114,""exact_pvalue"":0.4927715547157413,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.2982456140350877,""significant"":false}",–,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-rmu,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,RMU,F-ATT,experiment,"{""baseline_raw_accuracy"":0.5490196078431373,""baseline_success_count"":28,""dataset_count"":51,""exact_pvalue"":4.9228078819310914e-06,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.11764705882352941,""significant"":true}",100.00,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-rmu,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,RMU,F-IDeq,experiment,,N/A,,verified,,,preserve archived evidence and status
a-diagnosis-mistral-rmu,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,RMU,F-ID,experiment,"{""baseline_raw_accuracy"":0.34615384615384615,""baseline_success_count"":18,""dataset_count"":52,""exact_pvalue"":0.07806484144859673,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.11538461538461539,""significant"":false}",–,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-rmu,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,RMU,MMLU,cell,,N/A,,missing,,,preserve archived evidence and status
a-diagnosis-mistral-rmu,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,RMU,Average,experiment,"{""formula"":""unweighted_mean_unmasked_relative_probe_scores"",""included_cells"":[""R-QA"",""R-Cloze"",""R-BG"",""F-QA"",""F-Cloze"",""F-BG"",""R-ATT"",""F-ATT""]}",83.49,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_celebrity_diagnosis_Mixtral/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-llama2-conrep,A,diagnosis,meta-llama/Llama-2-7b-chat-hf,ConRep,R-QA,experiment,"{""baseline_raw_score"":0.5263157894736842,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.5043859649122807}",95.83,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epchs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-llama2-conrep,A,diagnosis,meta-llama/Llama-2-7b-chat-hf,ConRep,R-Cloze,experiment,"{""baseline_raw_score"":0.5175438596491229,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.4692982456140351}",90.68,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epchs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-llama2-conrep,A,diagnosis,meta-llama/Llama-2-7b-chat-hf,ConRep,R-BG,experiment,"{""baseline_raw_score"":0.2543859649122807,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.19298245614035087}",75.86,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epchs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-llama2-conrep,A,diagnosis,meta-llama/Llama-2-7b-chat-hf,ConRep,F-QA,experiment,"{""baseline_raw_score"":0.23076923076923078,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.019230769230769232}",91.67,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epchs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-llama2-conrep,A,diagnosis,meta-llama/Llama-2-7b-chat-hf,ConRep,F-Cloze,experiment,"{""baseline_raw_score"":0.09615384615384616,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.07692307692307693}",20.00,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epchs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-llama2-conrep,A,diagnosis,meta-llama/Llama-2-7b-chat-hf,ConRep,F-BG,experiment,"{""baseline_raw_score"":0.1346153846153846,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.07692307692307693}",42.86,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epchs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-llama2-conrep,A,diagnosis,meta-llama/Llama-2-7b-chat-hf,ConRep,R-ATT,experiment,"{""baseline_raw_accuracy"":0.39473684210526316,""baseline_success_count"":90,""dataset_count"":228,""exact_pvalue"":1.0659724714050165e-06,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.37719298245614036,""significant"":true}",87.88,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epchs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-llama2-conrep,A,diagnosis,meta-llama/Llama-2-7b-chat-hf,ConRep,R-IDeq,experiment,"{""baseline_raw_accuracy"":0.2894736842105263,""baseline_success_count"":33,""dataset_count"":114,""exact_pvalue"":0.1921917142569755,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.30701754385964913,""significant"":false}",–,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epchs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-llama2-conrep,A,diagnosis,meta-llama/Llama-2-7b-chat-hf,ConRep,R-ID,experiment,"{""baseline_raw_accuracy"":0.34210526315789475,""baseline_success_count"":39,""dataset_count"":114,""exact_pvalue"":0.01751824612381921,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.35964912280701755,""significant"":true}",100.00,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epchs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-llama2-conrep,A,diagnosis,meta-llama/Llama-2-7b-chat-hf,ConRep,F-ATT,experiment,"{""baseline_raw_accuracy"":0.5098039215686274,""baseline_success_count"":26,""dataset_count"":51,""exact_pvalue"":5.914449162540314e-05,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.3333333333333333,""significant"":true}",67.92,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epchs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-llama2-conrep,A,diagnosis,meta-llama/Llama-2-7b-chat-hf,ConRep,F-IDeq,experiment,,N/A,,verified;label_corrected,,,preserve archived evidence and status
a-diagnosis-llama2-conrep,A,diagnosis,meta-llama/Llama-2-7b-chat-hf,ConRep,F-ID,experiment,"{""baseline_raw_accuracy"":0.28846153846153844,""baseline_success_count"":15,""dataset_count"":52,""exact_pvalue"":0.3083789711622175,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.25,""significant"":false}",–,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epchs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-llama2-conrep,A,diagnosis,meta-llama/Llama-2-7b-chat-hf,ConRep,MMLU,cell,,N/A,,missing,,,preserve archived evidence and status
a-diagnosis-llama2-conrep,A,diagnosis,meta-llama/Llama-2-7b-chat-hf,ConRep,Average,experiment,"{""formula"":""unweighted_mean_unmasked_relative_probe_scores"",""included_cells"":[""R-QA"",""R-Cloze"",""R-BG"",""F-QA"",""F-Cloze"",""F-BG"",""R-ATT"",""R-ID"",""F-ATT""]}",74.74,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Llama3_lm0_fw0.45_lr2e-05_gm1_epchs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-conrep,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,ConRep,R-QA,experiment,"{""baseline_raw_score"":0.6447368421052632,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.5921052631578947}",91.84,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-conrep,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,ConRep,R-Cloze,experiment,"{""baseline_raw_score"":0.7105263157894737,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.5964912280701754}",83.95,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-conrep,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,ConRep,R-BG,experiment,"{""baseline_raw_score"":0.5833333333333334,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.37719298245614036}",64.66,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-conrep,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,ConRep,F-QA,experiment,"{""baseline_raw_score"":0.19230769230769232,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.0}",100.00,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-conrep,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,ConRep,F-Cloze,experiment,"{""baseline_raw_score"":0.21153846153846154,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.038461538461538464}",81.82,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-conrep,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,ConRep,F-BG,experiment,"{""baseline_raw_score"":0.4230769230769231,""formula"":""regime_a_generation_forget"",""method_raw_score"":0.057692307692307696}",86.36,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-conrep,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,ConRep,R-ATT,experiment,"{""baseline_raw_accuracy"":0.5921052631578947,""baseline_success_count"":135,""dataset_count"":228,""exact_pvalue"":7.75216482753725e-28,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.5833333333333334,""significant"":true}",97.44,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-conrep,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,ConRep,R-IDeq,experiment,"{""baseline_raw_accuracy"":0.2894736842105263,""baseline_success_count"":33,""dataset_count"":114,""exact_pvalue"":0.1921917142569755,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.30701754385964913,""significant"":false}",–,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-conrep,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,ConRep,R-ID,experiment,"{""baseline_raw_accuracy"":0.2543859649122807,""baseline_success_count"":29,""dataset_count"":114,""exact_pvalue"":0.4927715547157413,""formula"":""regime_a_mcq_retain"",""method_raw_accuracy"":0.2982456140350877,""significant"":false}",–,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-conrep,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,ConRep,F-ATT,experiment,"{""baseline_raw_accuracy"":0.5490196078431373,""baseline_success_count"":28,""dataset_count"":51,""exact_pvalue"":4.9228078819310914e-06,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.21568627450980393,""significant"":true}",100.00,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-conrep,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,ConRep,F-IDeq,experiment,,N/A,,verified,,,preserve archived evidence and status
a-diagnosis-mistral-conrep,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,ConRep,F-ID,experiment,"{""baseline_raw_accuracy"":0.34615384615384615,""baseline_success_count"":18,""dataset_count"":52,""exact_pvalue"":0.07806484144859673,""formula"":""regime_a_mcq_forget"",""method_raw_accuracy"":0.28846153846153844,""significant"":false}",–,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-diagnosis-mistral-conrep,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,ConRep,MMLU,cell,,N/A,,missing,,,preserve archived evidence and status
a-diagnosis-mistral-conrep,A,diagnosis,mistralai/Mistral-7B-Instruct-v0.2,ConRep,Average,experiment,"{""formula"":""unweighted_mean_unmasked_relative_probe_scores"",""included_cells"":[""R-QA"",""R-Cloze"",""R-BG"",""F-QA"",""F-Cloze"",""F-BG"",""R-ATT"",""F-ATT""]}",88.26,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Mistral-Original-Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/grid_search_diagnosis/results/Mistral_lm0_fw0.45_lr7e-06_gm1_epochs4/eval_forget/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-llama2-baseline,A,deaths,meta-llama/Llama-2-7b-chat-hf,Baseline,R-QA,experiment,"{""baseline_raw_score"":0.23076923076923078,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.23076923076923078}",100.00,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""]}",,preserve archived evidence and status
a-deaths-llama2-baseline,A,deaths,meta-llama/Llama-2-7b-chat-hf,Baseline,R-Cloze,experiment,"{""baseline_raw_score"":0.09615384615384616,""formula"":""regime_a_generation_retain"",""method_raw_score"":0.09615384615384616}",100.00,,verified,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/Llama2_Eval/evaluation_results.json""]}",,preserve archived evidence and status
